experiment_id,combination,repeat,timestamp,num_communities,num_nodes,feature_dim,edge_density,homophily,randomness_factor,min_connection_strength,min_component_size,indirect_influence,regimes_per_community,intra_community_regime_similarity,inter_community_regime_similarity,feature_regime_balance,node_count,edge_count,density,avg_degree,clustering_coefficient,triangle_count,triangle_density,power_law_exponent,connected_components,largest_component_size,avg_communities_per_node,intra_community_density,inter_community_density,empirical_homophily,community_GCN_accuracy,community_GCN_train_time,community_GCN_metrics_macro_precision,community_GCN_metrics_macro_recall,community_GCN_metrics_macro_f1,community_GCN_metrics_weighted_precision,community_GCN_metrics_weighted_recall,community_GCN_metrics_weighted_f1,community_GCN_final_train_loss,community_GCN_final_val_loss,community_GCN_best_val_acc,community_GCN_epochs_trained,community_GCN_best_val_score,community_GCN_n_trials,community_GCN_param_lr,community_GCN_param_weight_decay,community_GCN_param_dropout,community_GCN_param_hidden_dim,community_GCN_param_num_layers,community_GCN_param_residual,community_GCN_param_norm_type,community_GCN_param_agg_type,community_GCN_param_patience,community_MLP_accuracy,community_MLP_train_time,community_MLP_metrics_macro_precision,community_MLP_metrics_macro_recall,community_MLP_metrics_macro_f1,community_MLP_metrics_weighted_precision,community_MLP_metrics_weighted_recall,community_MLP_metrics_weighted_f1,community_MLP_final_train_loss,community_MLP_final_val_loss,community_MLP_best_val_acc,community_MLP_epochs_trained,community_MLP_best_val_score,community_MLP_n_trials,community_MLP_param_lr,community_MLP_param_weight_decay,community_MLP_param_dropout,community_MLP_param_hidden_dim,community_MLP_param_num_layers,community_MLP_param_patience,community_RandomForest_accuracy,community_RandomForest_train_time,community_RandomForest_metrics_macro_precision,community_RandomForest_metrics_macro_recall,community_RandomForest_metrics_macro_f1,community_RandomForest_metrics_weighted_precision,community_RandomForest_metrics_weighted_recall,community_RandomForest_metrics_weighted_f1,community_RandomForest_best_val_score,community_RandomForest_n_trials,community_RandomForest_param_n_estimators,community_RandomForest_param_max_depth,community_RandomForest_param_min_samples_split,community_RandomForest_param_min_samples_leaf,community_RandomForest_param_max_features
0_0,0,0,20250502_172253,9,98,32,0.09528932976502624,0.11713665943600868,0.6292667942307825,0.03633497147718222,8,0.0,3,0.9200278531893122,0.10052086433421564,0.9458988746379803,98,461,0.09699137386913528,9.408163265306122,0.10063049195702252,131.0,0.000861298127498422,-0.633300393477963,1,98,1.0,0.10266159695817491,0.09628578187840076,0.032047746077677866,0.0476190485060215,1.5119402408599854,0.037037037037037035,0.05555555555555555,0.044444444444444446,0.031746031746031744,0.047619047619047616,0.0380952380952381,2.0779144763946533,2.316946029663086,0.05263157933950424,131,0.4736842215061188,15,0.0004470608546778491,0.0002878805718308924,0.4187787356776066,16,3,False,batch,sum,75,0.0476190485060215,0.3335399627685547,0.0125,0.0625,0.020833333333333336,0.009523809523809525,0.047619047619047616,0.015873015873015876,1.9770116806030273,2.1988251209259033,0.21052631735801697,70,0.31578946113586426,15,0.0004066563313514797,1.5679933916722995e-05,0.4421165132560785,64,3,48,0.047619047619047616,0.21999239921569824,0.013888888888888888,0.05555555555555555,0.022222222222222223,0.011904761904761904,0.047619047619047616,0.01904761904761905,0.10526315789473684,15,139,8,6,2,
1_0,1,0,20250502_172318,5,79,32,0.029395361593180805,0.15730337078651685,0.8758857213669513,0.05266134191411406,6,0.0,2,0.9424015404800978,0.36189761508739277,0.6697230078311506,66,89,0.04149184149184149,2.696969696969697,0.015873015873015872,2.0,4.3706293706293706e-05,2.1694813324467432,1,66,1.0,0.03349282296650718,0.04342790966994789,-0.12916006339144215,0.1428571492433548,2.8145041465759277,0.04444444444444444,0.1,0.06153846153846153,0.06349206349206349,0.14285714285714285,0.0879120879120879,1.4462283849716187,1.8107959032058716,0.1538461595773697,244,0.38461539149284363,15,0.0004470608546778491,0.0002878805718308924,0.4187787356776066,16,3,False,batch,sum,75,0.0,0.23152875900268555,0.0,0.0,0.0,0.0,0.0,0.0,0.9003739953041077,1.710198163986206,0.46153849363327026,48,0.46153849363327026,15,0.0007309539835912913,3.8234752246751835e-05,0.40592644736118977,128,3,44,0.2857142857142857,0.1587991714477539,0.305,0.26666666666666666,0.22888888888888886,0.3464285714285714,0.2857142857142857,0.2626984126984127,0.23076923076923078,15,144,20,8,6,sqrt
2_0,2,0,20250502_172344,10,97,32,0.11706722542226282,0.10211267605633803,0.09382187239544315,0.06513558334389963,7,0.0,3,0.972483531820038,0.24090172126947068,0.5712139096147976,97,568,0.12199312714776632,11.711340206185566,0.13247750355886057,284.0,0.0019262072707542052,-0.2103191770846467,1,97,1.0,0.12946428571428573,0.1211977186311787,0.03297893952732454,0.20000000298023224,0.719613790512085,0.18253968253968253,0.2037037037037037,0.14629629629629629,0.18928571428571428,0.2,0.15166666666666667,1.3941539525985718,2.943532705307007,0.15789473056793213,83,0.31578946113586426,15,0.002654334209893318,0.0004943018624063403,0.15565044444992462,32,2,False,batch,sum,62,0.10000000149011612,0.23346376419067383,0.2,0.08333333333333333,0.11666666666666665,0.25,0.1,0.14166666666666666,1.77545964717865,2.3821890354156494,0.15789473056793213,45,0.21052631735801697,15,0.0007309539835912913,3.8234752246751835e-05,0.40592644736118977,128,3,44,0.1,0.13360309600830078,0.2222222222222222,0.1388888888888889,0.15555555555555556,0.25,0.1,0.13,0.15789473684210525,15,95,6,4,6,
3_0,3,0,20250502_172410,7,99,32,0.057568821152452376,0.17582417582417584,0.7995950799420427,0.0865492696058564,10,0.0,3,0.7704061412412176,0.3594071333471194,0.2252888918625443,99,273,0.05627705627705628,5.515151515151516,0.04908856575523239,27.0,0.00017214008377484076,0.34286087895970535,1,99,1.0,0.06837606837606838,0.05422993492407809,0.1153787993346439,0.1428571492433548,1.1755762100219727,0.125,0.20714285714285713,0.11111111111111109,0.16071428571428573,0.14285714285714285,0.126984126984127,1.4349985122680664,2.0463948249816895,0.21052631735801697,135,0.3684210479259491,15,0.0011207606211860567,7.309539835912905e-05,0.24561457009902096,16,2,True,batch,mean,97,0.1428571492433548,0.6161112785339355,0.0642857142857143,0.09999999999999999,0.072562358276644,0.0976190476190476,0.14285714285714285,0.1073318216175359,0.004861647728830576,4.379148960113525,0.15789473056793213,130,0.31578946113586426,15,0.0010677482709481358,0.00015304852121831474,0.12322520635999887,128,3,87,0.09523809523809523,0.2998476028442383,0.047619047619047616,0.07142857142857142,0.05714285714285715,0.06349206349206349,0.09523809523809523,0.0761904761904762,0.21052631578947367,15,267,13,8,1,sqrt
4_0,4,0,20250502_172436,13,71,32,0.04984635015602712,0.12096774193548387,0.17580988341059023,0.02540423063820275,5,0.0,1,0.6668574242378964,0.4960192368892973,0.1028328160641574,68,124,0.05443371378402107,3.6470588235294117,0.10707282913165264,18.0,0.00035916673317902466,1.3656758378469303,1,68,1.0,0.09090909090909091,0.051585423568386184,0.2759661835748792,0.0,0.9286999702453613,0.0,0.0,0.0,0.0,0.0,0.0,0.5436878800392151,3.1589651107788086,0.07692307978868484,158,0.23076924681663513,15,0.0035503048581283078,0.0007568292060167617,0.5474136752138244,32,1,False,batch,sum,86,0.13333334028720856,0.4403078556060791,0.014285714285714285,0.1,0.025,0.019047619047619046,0.13333333333333333,0.03333333333333333,0.08450179547071457,3.8762826919555664,0.07692307978868484,94,0.23076924681663513,15,0.0021137059440645744,4.201672054372529e-05,0.3600340105889054,64,3,93,0.13333333333333333,0.3077385425567627,0.12,0.15,0.1,0.14666666666666667,0.13333333333333333,0.1111111111111111,0.15384615384615385,15,267,13,8,1,sqrt
5_0,5,0,20250502_172503,5,69,32,0.07927017516152422,0.3107344632768362,0.8138259000987043,0.06307973205960478,10,0.0,2,0.6527052654857575,0.34790115741289007,0.9511122009762665,67,177,0.08005427408412483,5.2835820895522385,0.09864768207266242,40.0,0.0008349859096127753,0.9860038686969848,1,67,1.0,0.12276785714285714,0.06920022688598979,0.27904445954056495,0.2857142984867096,0.7148795127868652,0.29999999999999993,0.26666666666666666,0.2538095238095238,0.36904761904761907,0.2857142857142857,0.2982993197278912,0.15869280695915222,4.638330936431885,0.6153846383094788,63,0.6153846383094788,15,0.0035848769372239975,1.028002961790561e-05,0.10377365965814661,128,3,True,none,max,34,0.0714285746216774,0.43783020973205566,0.02,0.1,0.03333333333333334,0.014285714285714287,0.07142857142857142,0.02380952380952381,0.006763353943824768,2.641871452331543,0.3076923191547394,92,0.38461539149284363,15,0.0010677482709481358,0.00015304852121831474,0.12322520635999887,128,3,87,0.14285714285714285,0.08632850646972656,0.03333333333333333,0.2,0.05714285714285714,0.023809523809523808,0.14285714285714285,0.04081632653061224,0.3076923076923077,15,72,6,2,4,
6_0,6,0,20250502_172534,6,145,32,0.10169496775929748,0.32172318973418884,0.3949451860214621,0.09857081475489204,6,0.0,3,0.5952067480124551,0.33497674542960904,0.00040154402533987277,145,1091,0.10450191570881226,15.048275862068966,0.10677278943152188,579.0,0.00116349168073306,-1.158785729481232,1,145,1.0,0.2002281802624073,0.08518475883504087,0.4030771057232528,0.24137930572032928,0.8504157066345215,0.25277777777777777,0.2876984126984127,0.23875661375661375,0.26206896551724135,0.2413793103448276,0.2257799671592775,0.30654793977737427,1.7810468673706055,0.5517241358757019,97,0.7241379022598267,15,0.004128851500896873,0.00010980943498417798,0.3310573792005641,128,2,False,layer,sum,63,0.27586206793785095,0.15918564796447754,0.3829365079365079,0.2738095238095238,0.24391534391534395,0.4088669950738916,0.27586206896551724,0.25987958401751504,0.30763688683509827,2.4172823429107666,0.27586206793785095,34,0.41379308700561523,15,0.004271914565220272,2.494605115948592e-05,0.3409481648316649,128,2,30,0.1724137931034483,0.38651227951049805,0.09444444444444444,0.2222222222222222,0.13095238095238096,0.08045977011494253,0.1724137931034483,0.10837438423645321,0.27586206896551724,15,252,8,2,7,
7_0,7,0,20250502_172603,15,158,32,0.14461509861383232,0.16014449127031907,0.4618422923253076,0.08008585115491337,6,0.0,2,0.7144645295084587,0.38110038646304123,0.9531825969108852,158,1661,0.13391921309360638,21.025316455696203,0.2779233311539023,3797.0,0.005887223314458661,1.0360419372752074,1,158,1.0,0.3275862068965517,0.12035199723923734,0.46264017613128816,0.06060606241226196,0.9024701118469238,0.01717171717171717,0.04444444444444444,0.02433862433862434,0.023415977961432508,0.06060606060606061,0.03318903318903319,0.5791523456573486,3.749457836151123,0.22580644488334656,105,0.29032257199287415,15,0.009099061962969302,1.028002961790561e-05,0.10377365965814661,32,2,False,batch,max,82,0.09090909361839294,0.5309710502624512,0.030370370370370374,0.08888888888888888,0.044444444444444446,0.029292929292929294,0.09090909090909091,0.043290043290043295,0.03526398539543152,4.847571849822998,0.09677419066429138,110,0.12903225421905518,15,0.0010677482709481358,0.00015304852121831474,0.12322520635999887,128,3,87,0.12121212121212122,0.342179536819458,0.07444444444444445,0.14444444444444443,0.0838095238095238,0.08535353535353535,0.12121212121212122,0.08831168831168833,0.0967741935483871,15,267,13,8,1,sqrt
8_0,8,0,20250502_172633,14,65,32,0.08217536842737641,0.26436781609195403,0.565399517984672,0.0948580438703039,9,0.0,2,0.7515841285275802,0.05124733675225701,0.24931486641109024,64,174,0.08630952380952381,5.4375,0.0821924603174603,23.0,0.0005520353302611367,0.008796490636848708,1,64,1.0,0.3484848484848485,0.06794055201698514,0.6736964078794901,0.1428571492433548,1.0771491527557373,0.125,0.08333333333333333,0.09722222222222221,0.21428571428571427,0.14285714285714285,0.16666666666666666,0.03766952455043793,5.378886699676514,0.4166666865348816,125,0.4166666865348816,15,0.009099061962969302,1.028002961790561e-05,0.10377365965814661,32,2,False,batch,max,82,0.0,0.5958945751190186,0.0,0.0,0.0,0.0,0.0,0.0,0.006479682866483927,6.294288635253906,0.0833333358168602,124,0.1666666716337204,15,0.0010677482709481358,0.00015304852121831474,0.12322520635999887,128,3,87,0.07142857142857142,0.07496285438537598,0.03333333333333333,0.05,0.04,0.047619047619047616,0.07142857142857142,0.05714285714285715,0.08333333333333333,15,58,19,4,7,
9_0,9,0,20250502_172701,15,159,32,0.14914019456372696,0.3207426376440461,0.6787816942368469,0.0286548955904031,9,0.0,2,0.8784973797448278,0.3747633044039549,0.5098740563064028,159,1562,0.12435315659581243,19.647798742138363,0.2742192297359812,3203.0,0.004872527796835519,0.7238040024798522,1,159,1.0,0.6087484811664642,0.09039018572158801,0.7414241551710328,0.39393940567970276,1.3785598278045654,0.29642857142857143,0.31309523809523815,0.27692743764172334,0.4181818181818182,0.3939393939393939,0.3763828763828763,0.1335354745388031,3.171006441116333,0.4838709533214569,162,0.5806451439857483,15,0.009816172010542405,3.643526297879779e-05,0.2270700667689584,32,2,False,batch,sum,100,0.06060606241226196,0.3345339298248291,0.006211180124223602,0.07142857142857142,0.011428571428571429,0.005270092226613966,0.06060606060606061,0.009696969696969697,1.703116536140442,2.8728530406951904,0.06451612710952759,71,0.16129031777381897,15,0.0007309539835912913,3.8234752246751835e-05,0.40592644736118977,128,3,44,0.06060606060606061,0.17112016677856445,0.08571428571428572,0.049999999999999996,0.04421768707482993,0.16363636363636364,0.06060606060606061,0.06782106782106784,0.12903225806451613,15,144,20,8,6,sqrt
10_0,10,0,20250502_172735,8,114,32,0.14217178303572323,1.0,0.39583680875689586,0.03964666946190931,6,0.0,2,0.5167424267688723,0.33525792185531594,0.37453242842017465,109,545,0.09259259259259259,10.0,0.7133634188971194,1330.0,0.006335324435298713,0.5304276264507628,7,20,1.0,0.6286043829296425,0.0,1.0,1.0,2.6993000507354736,1.0,1.0,1.0,1.0,1.0,1.0,0.0007050188723951578,0.0048170024529099464,1.0,300,1.0,15,0.00853618986286683,0.0004138040112561013,0.2523068845866854,32,2,False,batch,sum,98,0.1304347813129425,0.4452662467956543,0.06607142857142857,0.14285714285714285,0.08646616541353383,0.060326086956521745,0.13043478260869565,0.07894736842105264,0.004699453245848417,4.469027042388916,0.2380952388048172,104,0.380952388048172,15,0.004927397491115265,0.0002882134125809204,0.272697902947023,128,2,100,0.08695652173913043,0.3406069278717041,0.020833333333333332,0.1111111111111111,0.03508771929824561,0.016304347826086956,0.08695652173913043,0.02745995423340961,0.23809523809523808,15,252,8,2,7,
