experiment_id,combination,repeat,timestamp,num_communities,num_nodes,feature_dim,feature_signal,randomness_factor,min_connection_strength,min_component_size,indirect_influence,node_count,edge_count,avg_degree,avg_communities_per_node,clustering_coefficient,triangle_count,triangle_density,homophily,power_law_exponent,density,connected_components,largest_component_size,GCN_accuracy,GCN_train_time,GCN_metrics_macro_precision,GCN_metrics_macro_recall,GCN_metrics_macro_f1,GCN_metrics_weighted_precision,GCN_metrics_weighted_recall,GCN_metrics_weighted_f1,GCN_final_train_loss,GCN_final_val_loss,GCN_best_val_acc,GCN_epochs_trained,MLP_accuracy,MLP_train_time,MLP_metrics_macro_precision,MLP_metrics_macro_recall,MLP_metrics_macro_f1,MLP_metrics_weighted_precision,MLP_metrics_weighted_recall,MLP_metrics_weighted_f1,MLP_final_train_loss,MLP_final_val_loss,MLP_best_val_acc,MLP_epochs_trained,RandomForest_accuracy,RandomForest_train_time,RandomForest_metrics_macro_precision,RandomForest_metrics_macro_recall,RandomForest_metrics_macro_f1,RandomForest_metrics_weighted_precision,RandomForest_metrics_weighted_recall,RandomForest_metrics_weighted_f1
10_0,10,0,20250430_105434,14,132,32,0.02,0.9884046921559463,0.08078288969603238,4,0.37202134090000055,132,805,12.196969696969697,1.0,0.23042707322090436,797.0,0.002127262050926173,0.008695652173913044,0.6880770332732391,0.09310663890816563,1,1.0,0.18518519401550293,0.9015705585479736,0.014792899408284025,0.07692307692307693,0.024813895781637722,0.03561253561253561,0.18518518518518517,0.05973715651135007,1.5380584001541138,3.448803424835205,0.1538461595773697,104,0.1111111119389534,0.8854949474334717,0.05612244897959184,0.05238095238095238,0.05238095238095238,0.10846560846560846,0.1111111111111111,0.10617283950617284,0.019290020689368248,4.966263771057129,0.1538461595773697,215,0.18518518518518517,0.1434323787689209,0.07142857142857142,0.10238095238095238,0.08299319727891155,0.12345679012345678,0.18518518518518517,0.14603174603174604
11_0,11,0,20250430_105438,11,172,32,0.02,0.217460343603895,0.04596514274043811,5,0.41779701511810635,172,2159,25.1046511627907,1.0,0.14717082991221175,2631.0,0.0031571747426020593,0.12783696155627605,-1.1521670156086259,0.1468108255133959,1,1.0,0.17142857611179352,1.701272964477539,0.11629279811097994,0.14696969696969694,0.1014985014985015,0.14211502782931354,0.17142857142857143,0.11861852433281006,1.6578960418701172,2.4733023643493652,0.2647058963775635,200,0.1428571492433548,0.5674717426300049,0.0818181818181818,0.12727272727272726,0.09871441689623507,0.09619047619047619,0.14285714285714285,0.11385281385281384,0.05678914859890938,4.149267673492432,0.1764705926179886,133,0.14285714285714285,0.1455378532409668,0.10010822510822509,0.1318181818181818,0.10800865800865803,0.11700680272108843,0.14285714285714285,0.1208843537414966
12_0,12,0,20250430_105441,14,142,32,0.04,0.47125496964710545,0.07701103611452645,6,0.4238088926144364,142,668,9.408450704225352,1.0,0.07060383347665858,146.0,0.0003125133781411876,0.12125748502994012,0.055133781673023075,0.06672660073918689,1,1.0,0.17241379618644714,1.383054256439209,0.0641025641025641,0.16025641025641024,0.09090909090909091,0.07614942528735633,0.1724137931034483,0.10501567398119122,0.9241666197776794,2.9297916889190674,0.25,158,0.13793103396892548,0.551091194152832,0.06258503401360545,0.07738095238095237,0.06854256854256854,0.10935960591133007,0.13793103448275862,0.12086381051898294,0.04237131401896477,3.7819249629974365,0.25,131,0.3448275862068966,0.12955021858215332,0.33588435374149656,0.2619047619047619,0.25097402597402596,0.49917898193760263,0.3448275862068966,0.35820271682340643
13_0,13,0,20250430_105443,10,97,32,0.04,0.36432460511540166,0.08087901252260873,5,0.2065283116067516,85,115,2.7058823529411766,1.0,0.02042016806722689,3.0,3.0373595221221018e-05,0.34782608695652173,1.5260741796344075,0.03221288515406162,1,1.0,0.3529411852359772,1.2746622562408447,0.14814814814814814,0.18148148148148147,0.16228956228956226,0.29411764705882354,0.35294117647058826,0.31978609625668447,0.14788199961185455,3.3338112831115723,0.4117647111415863,145,0.3529411852359772,0.5842607021331787,0.25132275132275134,0.27037037037037037,0.2296296296296296,0.3711484593837535,0.35294117647058826,0.3215686274509804,0.01250242255628109,2.847869634628296,0.3529411852359772,132,0.35294117647058826,0.12685418128967285,0.29166666666666663,0.2833333333333333,0.24940476190476188,0.392156862745098,0.35294117647058826,0.32408963585434175
14_0,14,0,20250430_105445,14,99,32,0.04,0.44762387266552495,0.062141512581559366,2,0.12907908382923916,99,531,10.727272727272727,1.0,0.09235645189299371,175.0,0.0011157227652073014,0.064030131826742,-0.6915655385722943,0.10946196660482375,1,1.0,0.0,0.8676154613494873,0.0,0.0,0.0,0.0,0.0,0.0,1.1242940425872803,3.0585787296295166,0.15789473056793213,101,0.2380952388048172,0.5882117748260498,0.2285714285714286,0.16071428571428573,0.18015873015873016,0.37142857142857144,0.23809523809523808,0.2756613756613757,0.018654296174645424,2.8135106563568115,0.31578946113586426,139,0.19047619047619047,0.13977718353271484,0.12301587301587302,0.10416666666666667,0.1095959595959596,0.21768707482993196,0.19047619047619047,0.19653679653679657
15_0,15,0,20250430_105448,13,94,32,0.04,0.8405358799491938,0.032831510000491615,10,0.16761159010678583,94,533,11.340425531914894,1.0,0.11562924217969991,234.0,0.0017456954432872789,0.058161350844277676,-0.6672061299849021,0.12194005948295585,1,1.0,0.10000000149011612,1.7327680587768555,0.020833333333333332,0.08333333333333333,0.03333333333333333,0.025,0.1,0.04,0.8177749514579773,3.3326773643493652,0.1666666716337204,200,0.10000000149011612,0.41187191009521484,0.06818181818181818,0.07575757575757575,0.06666666666666667,0.1,0.1,0.09333333333333334,0.02684663236141205,4.5977044105529785,0.1666666716337204,101,0.1,0.1324782371520996,0.09999999999999999,0.06944444444444443,0.06547619047619048,0.16999999999999998,0.1,0.10357142857142858
16_0,16,0,20250430_105451,14,139,32,0.04,0.7379531202529385,0.0924298550609942,4,0.4765363843110685,139,1250,17.985611510791365,1.0,0.1313034151871262,978.0,0.0022329327905495342,0.0208,1.1091245208275458,0.13033051819414035,1,1.0,0.03448275849223137,0.8897593021392822,0.0024630541871921183,0.07142857142857142,0.0047619047619047615,0.0011890606420927466,0.034482758620689655,0.0022988505747126436,2.0112431049346924,2.8217008113861084,0.1111111119389534,102,0.13793103396892548,0.7614502906799316,0.15476190476190474,0.20238095238095236,0.15612244897959185,0.12643678160919541,0.13793103448275862,0.12019704433497537,0.020377464592456818,4.108397006988525,0.3333333432674408,181,0.06896551724137931,0.12125158309936523,0.14285714285714285,0.10714285714285714,0.11904761904761904,0.10344827586206896,0.06896551724137931,0.08045977011494251
17_0,17,0,20250430_105454,14,174,32,0.04,0.8485767073958004,0.07132559885327139,5,0.24009503866101395,174,1996,22.942528735632184,1.0,0.346703974165132,6121.0,0.007093324556971413,0.08016032064128256,0.6795072470493269,0.13261577303833633,1,1.0,0.0555555559694767,1.4628088474273682,0.04120879120879121,0.14285714285714285,0.05782312925170068,0.016025641025641024,0.05555555555555555,0.022486772486772486,1.8075910806655884,2.7571465969085693,0.1764705926179886,172,0.2222222238779068,0.5907557010650635,0.13333333333333333,0.20833333333333331,0.14761904761904762,0.1675925925925926,0.2222222222222222,0.1814814814814815,0.06089669466018677,3.18927001953125,0.29411765933036804,138,0.16666666666666666,0.14951539039611816,0.09489795918367347,0.11547619047619048,0.0950834879406308,0.15039682539682542,0.16666666666666666,0.14195526695526695
18_0,18,0,20250430_105456,12,92,32,0.06,0.5865675050750127,0.09065463978926648,8,0.16292339019536894,92,370,8.043478260869565,1.0,0.19523489258323853,280.0,0.002229654403567447,0.12972972972972974,0.38172783405924726,0.08838987099856666,1,1.0,0.10526315867900848,1.1911652088165283,0.056666666666666664,0.2,0.07916666666666666,0.02982456140350877,0.10526315789473684,0.041666666666666664,0.743770182132721,2.563013792037964,0.3333333432674408,137,0.2631579041481018,0.6743733882904053,0.30833333333333335,0.325,0.26857142857142857,0.3201754385964912,0.2631578947368421,0.25664160401002506,0.009404522366821766,4.124484539031982,0.2777777910232544,159,0.15789473684210525,0.14661335945129395,0.18333333333333332,0.175,0.15,0.22807017543859653,0.15789473684210525,0.16666666666666666
19_0,19,0,20250430_105459,14,123,32,0.06,0.8941073178047334,0.08837969056245801,5,0.24012700054307734,117,229,3.9145299145299144,1.0,0.07846987797968184,31.0,0.00011917118363894975,0.23580786026200873,1.2134055395685126,0.03374594753905099,1,1.0,0.3333333432674408,1.2271106243133545,0.2641025641025641,0.28205128205128205,0.2525641025641025,0.33194444444444443,0.3333333333333333,0.3104166666666667,0.2630211114883423,3.318711042404175,0.260869562625885,147,0.2083333432674408,0.6828649044036865,0.12142857142857143,0.17857142857142858,0.14166666666666666,0.15694444444444444,0.20833333333333334,0.17569444444444446,0.014752482064068317,3.287611961364746,0.3478260934352875,161,0.125,0.1293964385986328,0.06043956043956044,0.07692307692307693,0.06153846153846154,0.09821428571428571,0.125,0.10000000000000002
