run_id,timestamp,total_time,method,degree_distribution,n_graphs,universe_homophily,universe_edge_density,homophily_range_width,density_range_width,degree_heterogeneity,edge_noise,cluster_count_factor,cluster_variance,center_variance,assignment_skewness,community_exclusivity,universe_randomness_factor,community_imbalance_range_width,degree_separation_range_width,family_n_graphs,family_node_counts_mean,family_node_counts_std,family_node_counts_min,family_node_counts_max,family_edge_counts_mean,family_edge_counts_std,family_edge_counts_min,family_edge_counts_max,family_community_counts_mean,family_community_counts_std,family_community_counts_min,family_community_counts_max,consistency_overall,consistency_pattern,consistency_fidelity,consistency_degree,signal_degree_signals_mean,signal_degree_signals_std,signal_structure_signals_mean,signal_structure_signals_std,signal_feature_signals_mean,signal_feature_signals_std,community_gcn_accuracy,community_gcn_f1_macro,community_gcn_train_time,community_gcn_success,community_sage_accuracy,community_sage_f1_macro,community_sage_train_time,community_sage_success,community_mlp_accuracy,community_mlp_f1_macro,community_mlp_train_time,community_mlp_success,community_rf_accuracy,community_rf_f1_macro,community_rf_train_time,community_rf_success
24,20250527_133045,111.68119311332703,dccc_sbm,power_law,12,0.6000000000000001,0.02,0.03085751562625516,0.006684978035003297,0.36268546617688757,0.06791088754456315,0.6944500573338677,0.13309308790862684,1.140040423388054,0.2788092947811764,0.8059211671577344,0.46779986232110005,0.04358800180447908,0.8803668095944217,11,82.72727272727273,12.046054873547975,55.0,100.0,346.09090909090907,269.0168817093606,90.0,958.0,4.636363636363637,0.4810456929208346,4.0,5.0,0.7011572508976062,0.73017365445974,0.885531151073968,0.2743766434206148,0.3876120458332673,0.12919029411550853,1.0927654091341095,0.47248882036065754,0.40621839855529696,0.08999148920194852,0.6571428571428571,0.40680979978925186,4.8055689334869385,True,0.6964285714285714,0.6001239653368899,6.752424478530884,True,0.5857142857142857,0.45081979427597724,2.1511995792388916,True,0.5428571428571428,0.41547378892540177,0.7122130393981934,True
25,20250527_133227,102.80673122406006,dccc_sbm,power_law,12,0.6000000000000001,0.02,0.10917028598699573,0.04294283052956795,0.6858925865665791,0.03315918210134342,0.5599979295606179,0.19927611271092738,0.3275932894396899,0.46625332504068007,0.8891273195423448,0.0468953066683796,0.4106554246922489,0.7143086495036032,11,82.0,16.175177391186892,53.0,100.0,268.0,164.14849153351142,66.0,598.0,4.363636363636363,0.4810456929208347,4.0,5.0,0.7110385089813821,0.6639376831123902,0.8980039550312973,0.43130926861953506,0.4216686337710824,0.09614395945519166,1.1474621043166595,0.4129028729454487,0.30950156787266275,0.11699007889782458,0.3900709219858156,0.27252615557157733,2.978822708129883,True,0.2978723404255319,0.23505551047682688,3.498680830001831,True,0.32269503546099293,0.2728826673354409,4.11988639831543,True,0.3475177304964539,0.22637631884396975,0.6843724250793457,True
26,20250527_133430,122.713538646698,dccc_sbm,power_law,12,0.6000000000000001,0.07,0.05187429398968868,0.0021680525580950127,0.5820303421266043,0.01125121678111214,1.1107767824971504,0.15523009956490627,1.212805768182672,0.04741886745810986,0.8800401495182277,0.932896023067255,0.4211044495493116,0.8599712890860067,10,86.4,6.437390775772434,79.0,97.0,497.6,189.4598638234494,331.0,1006.0,4.2,0.39999999999999997,4.0,5.0,0.7916177310279411,0.8180486541213126,0.9197064869656619,0.4825783729657564,0.4767772617819058,0.10222059085455128,0.8721408245058713,0.13989675620248274,0.5115973229986388,0.070062928325934,0.927461139896373,0.8877364323425335,6.843402624130249,True,0.689119170984456,0.6540453390658589,5.898165941238403,True,0.7823834196891192,0.7479699727928588,2.074950695037842,True,0.689119170984456,0.6738819868292868,0.6450216770172119,True
27,20250527_133558,87.46463441848755,dccc_sbm,power_law,12,0.6000000000000001,0.07,0.05924983233448671,0.040453385783666335,0.35025252522341144,0.07894092564308926,1.0613489757705725,0.13425858756786524,0.1664158546908125,0.029230364598439862,0.8693169523079376,0.6978296570017101,0.36639160297582696,0.8515118409483973,5,82.8,1.5999999999999999,81.0,85.0,311.4,48.51638898351773,237.0,378.0,4.6,0.48989794855663565,4.0,5.0,0.71612275018422,0.7342903587776785,0.8773082141350041,0.3574166050957349,0.44323529411764706,0.1327244785155769,1.2128218026902162,0.48146255159954066,0.5188126944464619,0.11309467307777295,0.8235294117647058,0.823522835035993,3.394880533218384,True,0.8823529411764706,0.8746000599653351,2.3464810848236084,True,0.8,0.6514044545325579,2.1677627563476562,True,0.7294117647058823,0.7048872180451127,0.41926002502441406,True
28,20250527_133731,92.73704767227173,dccc_sbm,power_law,12,0.6000000000000001,0.12000000000000001,0.18549610772379177,0.04362131472046078,0.5846312725955531,0.0905170173723797,0.8168325711907395,0.082523969455594,1.2907058123423782,0.21685048337557683,0.7974083188981778,0.45256369724725654,0.1815773373937118,0.4835992670996589,6,89.66666666666667,6.18241233033047,80.0,98.0,701.0,199.8908035236572,479.0,1046.0,4.333333333333333,0.4714045207910317,4.0,5.0,0.7538762107136158,0.8527777777777777,0.9642184550654745,0.13538858788157349,0.3799511237243436,0.10155742619967074,0.8566691533897308,0.14386572122481864,0.5985535190788814,0.10700993988615609,0.6871165644171779,0.557635667903525,2.7114412784576416,True,0.8404907975460123,0.6601494462699282,3.960670232772827,True,0.8098159509202454,0.7988335140076435,1.3426306247711182,True,0.7791411042944786,0.7741742993826833,0.5449602603912354,True
29,20250527_133739,8.499461650848389,dccc_sbm,power_law,12,0.6000000000000001,0.12000000000000001,0.037115054963707865,0.0193299651521035,0.8318961986371698,0.01986974490398822,1.4165579658994916,0.39627224331284017,1.0866803837259578,0.4978472604322324,0.938148857035068,0.23372659022212572,0.16120721591429943,0.8016592050812437,4,87.5,5.545268253204709,82.0,94.0,843.25,226.5186250620465,496.0,1128.0,4.0,0.0,4.0,4.0,0.7428372676161116,0.8272727272727272,0.9876455571001521,0.08434976933479893,0.4688370743034056,0.12375105523074553,1.1434700421337447,0.3299714099952742,0.40318043884220356,0.0669487984893878,,,0.0,False,,,0.0,False,,,0.0,False,0.40853658536585363,0.4139896740071463,0.4372994899749756,True
30,20250527_133747,8.054479122161865,dccc_sbm,power_law,12,0.6000000000000001,0.17,0.021347640451062147,0.03421713166393437,0.5349626173910872,0.03691870767499651,0.912614643726435,0.2980452632523385,1.076949944555074,0.08666701938719995,0.6266969173881083,0.500678872676934,0.21607359759167533,0.9626731453194362,4,90.5,8.077747210701755,81.0,99.0,1035.75,432.7362793896532,657.0,1769.0,4.0,0.0,4.0,4.0,0.7984650651260966,0.8909090909090908,0.9675742662202792,0.27535861137174245,0.4208533281733746,0.1534352095573954,0.7453237379495021,0.2107658649813592,0.332546823553983,0.11803164699402573,,,0.0,False,,,0.0,False,,,0.0,False,0.3888888888888889,0.340914534646014,0.380096435546875,True
31,20250527_133754,6.568637371063232,dccc_sbm,power_law,12,0.6000000000000001,0.17,0.12853798315721582,0.026931046548447347,0.51189798245863,0.061025722711299635,0.9929889836111917,0.11508637891780323,0.37353022873849595,0.2860472629891987,0.9090514654900237,0.31062795189814574,0.20204158719628196,0.7177600334874761,3,87.0,2.160246899469287,85.0,90.0,703.0,93.56637572689597,605.0,829.0,4.333333333333333,0.4714045207910317,4.0,5.0,0.7535435711137389,0.8281025826924308,0.9650427010759565,0.18142728803191935,0.37429193899782137,0.06177613600899861,1.1020529367151692,0.2897444596577372,0.5878191253191253,0.08377450102517674,,,0.0,False,,,0.0,False,,,0.0,False,0.6857142857142857,0.5662532306858924,0.29106569290161133,True
32,20250527_133930,95.64427375793457,dccc_sbm,power_law,12,0.8,0.02,0.040440458686048265,0.039227380205528045,0.8605372392370312,0.03270852010814347,0.7488604760848334,0.40707822096077395,1.0730178359933216,0.3306642066891121,0.8841965028118266,0.11290087517011738,0.43498600172803625,0.6334994721561654,8,89.375,6.101997623729462,80.0,99.0,374.875,115.60756625325178,171.0,548.0,4.375,0.4841229182759271,4.0,5.0,0.7305601825400194,0.6603230429024969,0.9441759268079999,0.443802973279104,0.4666210870313038,0.09501985285891557,3.021801985541742,1.9184819584976942,0.40319904199569195,0.12889266083788192,0.7463235294117647,0.5805035674645067,2.473501682281494,True,0.7573529411764706,0.6152907099538364,3.36474609375,True,0.4485294117647059,0.3435945588058264,1.591752529144287,True,0.4522058823529412,0.34280115765813274,0.5178408622741699,True
33,20250527_134115,104.48590755462646,dccc_sbm,power_law,12,0.8,0.02,0.11378804402384912,0.0032982113794721214,0.8881106699002571,0.0929658177174069,1.1796920413761298,0.27669515004816864,0.2898955198154253,0.3091317310925071,0.749651107354153,0.933582168271923,0.32407060121403375,0.7702538241653334,9,92.66666666666667,5.90668171555645,81.0,100.0,461.55555555555554,154.69907067961267,260.0,775.0,4.333333333333333,0.4714045207910317,4.0,5.0,0.745359049565054,0.748429995028368,0.9706330955716774,0.2886690666251797,0.4433941061804839,0.049362817393770006,2.5788020546784365,0.7729145756202326,0.3266747203415254,0.06359213931620213,0.9100346020761245,0.9122381251659221,5.4265992641448975,True,0.8754325259515571,0.833662428862002,1.8178000450134277,True,0.5536332179930796,0.4531024990753082,2.2959320545196533,True,0.5397923875432526,0.4669621953847744,0.6599383354187012,True
34,20250527_134121,6.038241863250732,dccc_sbm,power_law,12,0.8,0.07,0.062165959951271055,0.0409493610359425,0.3347526245715251,0.01937135186735427,0.6103133250526004,0.4815319428486482,1.2989204050898218,0.4262059869546115,0.6318044128408237,0.7607388880619933,0.43009663757234134,0.4157458591244549,3,96.0,1.4142135623730951,94.0,97.0,865.3333333333334,222.49244681311967,563.0,1092.0,4.0,0.0,4.0,4.0,0.8267359369561575,0.8554863727313783,0.9844480325326153,0.45381087425280037,0.5551656920077973,0.10412414222685748,2.2907730495029917,0.512851717763082,0.2307299182299182,0.05771603358487071,,,0.0,False,,,0.0,False,,,0.0,False,0.29842931937172773,0.20507375710766845,0.31676244735717773,True
35,20250527_134129,7.82585883140564,dccc_sbm,power_law,12,0.8,0.07,0.18382180635983636,0.03210977999619277,0.7537122297291767,0.013931456810273503,0.5873195479896001,0.396121008437881,0.49596489618138834,0.27053391073798383,0.6960940703472024,0.5454229255759049,0.2002772518399446,0.8006343210958298,4,91.0,4.415880433163924,84.0,96.0,459.0,154.60109960799116,342.0,725.0,4.5,0.5,4.0,5.0,0.7064980128664089,0.7303027845900676,0.9385607698292056,0.19476295549349817,0.4995267887856897,0.10485555081251752,2.1427689318098078,0.6834487939758083,0.22811441080179223,0.10286802679318711,,,0.0,False,,,0.0,False,,,0.0,False,0.3028571428571429,0.2678791478628782,0.39893579483032227,True
36,20250527_134137,8.164530754089355,dccc_sbm,power_law,12,0.8,0.12000000000000001,0.009636245500047536,0.0340481506933859,0.7986960679038018,0.08001085916578826,1.4652972501562604,0.22756971386745176,1.2485399660756638,0.12328381743860639,0.6201111512439695,0.48743178274908694,0.32511887681421653,0.9446851533527874,4,89.75,6.057020719792859,82.0,99.0,812.0,181.18084887757868,599.0,1001.0,4.0,0.0,4.0,4.0,0.775098944966286,0.8482114841012938,0.9934371467232042,0.19219746318243328,0.5199032507739938,0.18050042937772492,2.9796563096040387,1.2479606282369864,0.2457659987071752,0.034867763481455774,,,0.0,False,,,0.0,False,,,0.0,False,0.34269662921348315,0.24426828683731186,0.381986141204834,True
37,20250527_134142,4.951117277145386,dccc_sbm,power_law,12,0.8,0.12000000000000001,0.10013362526807623,0.02340337129740576,0.5007825256422324,0.014917816545210816,1.320277935819415,0.16746837548872257,1.1709692556900457,0.40754015393961135,0.6059209109125496,0.22757972836596296,0.3558657877081505,0.874779026849865,2,84.0,1.0,83.0,85.0,659.0,245.0,414.0,904.0,4.5,0.5,4.0,5.0,0.741085005151583,0.8160667896865126,0.9907456158657335,0.09180021465342278,0.4860294117647058,0.12573529411764706,2.7410050673597492,0.2614312012281037,0.31289231601731604,0.07955898268398268,,,0.0,False,,,0.0,False,,,0.0,False,0.2823529411764706,0.19498901098901097,0.2961435317993164,True
40,20250527_134328,99.91240334510803,dccc_sbm,power_law,12,1.0,0.02,0.055045133960267535,0.031961538046263484,0.6238992123353798,0.0778042307315416,0.9781135295005,0.4799756038895155,1.496176967997132,0.41625663823186737,0.6815380207939177,0.1340500014774645,0.3075073084338909,0.7150909403226187,9,89.77777777777777,6.8439393753042195,76.0,99.0,276.3333333333333,153.9242237812706,140.0,662.0,4.333333333333333,0.6666666666666666,3.0,5.0,0.7929978226598181,0.9474921222191531,0.9457902975876712,0.17842427368544206,0.42262202346825667,0.1100408154745803,23.025850930040455,1.1842378929335002e-15,0.31221440364926056,0.05650846505048695,0.5435540069686411,0.47246930765785244,1.9844024181365967,True,0.6306620209059234,0.5501399141216771,5.204315423965454,True,0.36585365853658536,0.3196887794634793,1.5280406475067139,True,0.32752613240418116,0.2778691774564233,0.6492600440979004,True
41,20250527_134508,99.5816798210144,dccc_sbm,power_law,12,1.0,0.02,0.05140848542102799,0.03418937915355363,0.6636417575691156,0.07771304344663998,1.3273666283354584,0.18477523043007424,0.5862367394545461,0.3717045806498944,0.7130162060383115,0.29407659188146384,0.2869954573852961,0.33298711598138264,6,75.5,17.08556895940743,50.0,93.0,307.3333333333333,210.65743650665542,73.0,650.0,3.8333333333333335,1.0671873729054748,2.0,5.0,0.7637867565798773,0.8542428383635912,0.8513233279972062,0.4078014501777918,0.49607116052162487,0.1611137485031746,23.02585093004046,4.351167857633658e-15,0.4556231912604462,0.13698210851327366,0.9701492537313433,0.9741935483870968,3.1152455806732178,True,0.6940298507462687,0.5771744141299698,3.3789989948272705,True,0.5447761194029851,0.518962097990561,1.0492920875549316,True,0.5,0.4312337183818392,0.466355562210083,True
42,20250527_134650,102.01567649841309,dccc_sbm,power_law,12,1.0,0.07,0.009208198726297101,0.018512115805779963,0.24231826749140473,0.0628480005044585,1.4901100600269168,0.07398814413657022,0.2686478533865073,0.12915702882983987,0.7673595866730473,0.13101889327289307,0.14522506271060542,0.646714266328879,7,83.14285714285714,3.3986792152486625,80.0,89.0,396.2857142857143,182.41844697266328,227.0,691.0,4.142857142857143,0.3499271061118826,4.0,5.0,0.8488403890235648,0.9627097486679405,0.9663014818763952,0.38617948402915275,0.45762138188608775,0.09127789741907803,23.02585093004046,3.552713678800501e-15,0.575321461427167,0.12144070261436923,0.9190751445086706,0.765,6.012438058853149,True,0.8959537572254336,0.7529862046131773,2.551220417022705,True,0.7225433526011561,0.6044467405590136,1.164766788482666,True,0.6994219653179191,0.5853127370072413,0.5243167877197266,True
44,20250527_134658,4.853488445281982,dccc_sbm,power_law,12,1.0,0.12000000000000001,0.040521390725778095,0.010354655203048659,0.15263774330024593,0.0754592811525523,0.7274267657361221,0.3354001623768699,0.88793455895261,0.21082361039501207,0.9424095504354084,0.48675269812908706,0.1251758185075893,0.8896932175777001,2,98.5,0.5,98.0,99.0,764.0,63.0,701.0,827.0,4.0,0.0,4.0,4.0,0.8906038766230276,0.9607689228305228,0.9843049408772906,0.5628716556995111,0.6502631578947369,0.03447368421052632,23.025850930040455,0.0,0.35641612200435735,0.03710239651416122,,,0.0,False,,,0.0,False,,,0.0,False,0.4489795918367347,0.39266135975123617,0.3688664436340332,True
