exp_id,model_id,family_id,gnn_type,pretraining_task,hidden_dim,num_layers,n_graphs,n_extra_graphs,universe_K,universe_homophily,universe_edge_density,use_dccc_sbm,degree_distribution,total_time,final_loss,final_auc
0,gcn_link_prediction_20250530_155951,family_ssl_sweep_000,gcn,link_prediction,128,2,50,30,10,0.2,0.05,True,power_law,172.26354002952576,0.5725561082363129,0.9309011831388178
1,gcn_link_prediction_20250530_160321,family_ssl_sweep_000,gcn,link_prediction,128,2,50,30,10,0.2,0.05,True,power_law,210.72561693191528,0.6122852563858032,0.9489297231241354
2,gcn_link_prediction_20250530_160809,family_ssl_sweep_002,gcn,link_prediction,128,2,50,30,10,0.2,0.15000000000000002,True,power_law,283.70777010917664,0.5314407274127007,0.9487512994496301
3,gcn_link_prediction_20250530_161317,family_ssl_sweep_002,gcn,link_prediction,128,2,50,30,10,0.2,0.15000000000000002,True,power_law,308.1440010070801,0.6098586097359657,0.9520227474037243
4,gcn_link_prediction_20250530_161706,family_ssl_sweep_004,gcn,link_prediction,128,2,50,30,10,0.6000000000000001,0.05,True,power_law,225.6878309249878,0.4067469462752342,0.9642936624961247
5,gcn_link_prediction_20250530_162041,family_ssl_sweep_004,gcn,link_prediction,128,2,50,30,10,0.6000000000000001,0.05,True,power_law,215.52843070030212,0.4997517317533493,0.953306946162671
6,gcn_link_prediction_20250530_162507,family_ssl_sweep_006,gcn,link_prediction,128,2,50,30,10,0.6000000000000001,0.15000000000000002,True,power_law,260.1007649898529,0.3806948661804199,0.9758364883255677
7,gcn_link_prediction_20250530_162928,family_ssl_sweep_006,gcn,link_prediction,128,2,50,30,10,0.6000000000000001,0.15000000000000002,True,power_law,261.25934886932373,0.4292089194059372,0.9663655224087191
