run_id,timestamp,total_time,method,degree_distribution,n_graphs,universe_homophily,universe_edge_density,homophily_range_width,density_range_width,degree_heterogeneity,edge_noise,family_n_graphs,family_node_counts_mean,family_node_counts_std,family_node_counts_min,family_node_counts_max,family_edge_counts_mean,family_edge_counts_std,family_edge_counts_min,family_edge_counts_max,family_community_counts_mean,family_community_counts_std,family_community_counts_min,family_community_counts_max,consistency_overall,consistency_pattern,consistency_fidelity,consistency_degree,signal_degree_signals_mean,signal_degree_signals_std,signal_structure_signals_mean,signal_structure_signals_std,signal_feature_signals_mean,signal_feature_signals_std,community_gcn_accuracy,community_gcn_f1_macro,community_gcn_train_time,community_gcn_success,community_sage_accuracy,community_sage_f1_macro,community_sage_train_time,community_sage_success,community_mlp_accuracy,community_mlp_f1_macro,community_mlp_train_time,community_mlp_success,community_rf_accuracy,community_rf_f1_macro,community_rf_train_time,community_rf_success
10,20250527_100542,13.92763066291809,dc_sbm,standard,12,0.30000000000000004,0.15000000000000002,0.24693310221293757,0.0013058990784933667,0.2475394479519058,0.12368435386992205,12,90.0,6.867799259345505,81.0,100.0,938.9166666666666,323.22501407258414,572.0,1513.0,4.333333333333333,0.7453559924999298,3.0,5.0,0.6459316057686437,0.7589188470875117,0.8593409685938918,-0.006861602519588696,0.2719813524825135,0.055582099260469746,0.10990006286615707,0.09342917054813153,0.8108131578603714,0.07456573806780943,0.5267175572519084,0.4866893715124047,2.1530048847198486,True,0.9618320610687023,0.962688329870604,1.7606956958770752,True,0.9351145038167938,0.9193136188993133,1.145111322402954,True,0.9007633587786259,0.8877352762598665,0.3185844421386719,True
11,20250527_100557,15.40739893913269,dc_sbm,standard,12,0.30000000000000004,0.15000000000000002,0.25399872216304015,0.028058277013251712,0.41841278168402707,0.07043498273839235,12,89.75,6.634819766454348,81.0,99.0,1004.5,318.6080402835643,540.0,1620.0,4.166666666666667,0.7993052538854533,3.0,5.0,0.6644874119239489,0.7310165515583078,0.9052070047826012,0.04998994693792653,0.2903255790620342,0.03352814601565897,0.13248778010704718,0.10555004010812481,0.7536652202406201,0.08955840618594316,0.45112781954887216,0.3075361515107076,1.3838095664978027,True,0.849624060150376,0.7191763281998121,1.077709436416626,True,0.9022556390977443,0.8820126475223926,1.0578069686889648,True,0.8345864661654135,0.7757959303088082,0.324934720993042,True
12,20250527_100610,12.375551462173462,dc_sbm,standard,12,0.5,0.05,0.12605489014223215,0.01816197484825428,0.22941368143301621,0.10365654563349525,12,89.58333333333333,5.619287222494405,80.0,95.0,576.1666666666666,230.1926125853931,148.0,906.0,3.6666666666666665,0.4714045207910317,3.0,4.0,0.7308390358831586,0.8615216036116761,0.9771649060872675,-0.02317783998209443,0.3063958404999427,0.043421733214901906,0.5142031088881923,0.25842967104366404,0.8640204603069024,0.08027431387030483,0.94140625,0.9517408860995795,1.6031620502471924,True,0.98828125,0.9904918373900621,1.0303316116333008,True,0.95703125,0.9490141851395009,0.7478790283203125,True,0.90625,0.9014460784313726,0.3056180477142334,True
13,20250527_100623,13.490089654922485,dc_sbm,standard,12,0.5,0.05,0.0279324860015574,0.04858279599948938,0.43870198632455226,0.04850454029961282,12,92.91666666666667,6.10270887029322,80.0,100.0,673.5,250.1487890569664,257.0,1030.0,3.6666666666666665,0.74535599249993,3.0,5.0,0.7177873089673624,0.8600861424983024,0.9828060756520404,-0.09684789146387353,0.3239789015021213,0.07390517318732888,0.7149610949318309,0.3138740968488895,0.8426462428838533,0.07493687008368902,0.8384879725085911,0.6789553834227374,1.9329876899719238,True,0.9347079037800687,0.7699979056822367,1.215524435043335,True,0.9140893470790378,0.7352575897063668,1.1975083351135254,True,0.865979381443299,0.6966195301573194,0.34224796295166016,True
14,20250527_100640,16.642699480056763,dc_sbm,standard,12,0.5,0.1,0.295257555162773,0.01667061330073267,0.5715911372683963,0.03927808344290491,12,91.41666666666667,6.006362367430797,80.0,100.0,785.9166666666666,240.6541288285373,489.0,1260.0,4.25,0.82915619758885,3.0,5.0,0.7363155341697492,0.8420587136701791,0.9869838301874894,0.02349258313340857,0.36693068455452355,0.08523727312983793,0.6891758641337181,0.1921210490631019,0.8397615035281754,0.07560000095188289,0.9739776951672863,0.9764708354737776,2.3784565925598145,True,0.9925650557620818,0.9945502617869406,0.9226226806640625,True,0.8698884758364313,0.8745953220618439,0.8817934989929199,True,0.929368029739777,0.9199460742519829,0.45905470848083496,True
15,20250527_100654,14.43968391418457,dc_sbm,standard,12,0.5,0.1,0.02620489287065252,0.0115238549775864,0.38774274944723897,0.0621565397120174,12,91.0,5.597618541248888,81.0,100.0,748.5,169.3150416629702,496.0,1120.0,3.9166666666666665,0.759202798262025,3.0,5.0,0.7318414351733477,0.8527447895944852,0.989514465292518,-0.02531133390726784,0.3351783769063181,0.08960129889206332,0.619346503407545,0.1834916068908245,0.8139614320638913,0.09745796656650803,0.9210526315789473,0.9182147820643577,1.920872688293457,True,0.9924812030075187,0.9927697697697697,1.408390760421753,True,0.8909774436090225,0.8911762252097635,1.042579174041748,True,0.8458646616541353,0.8448899616778487,0.4298572540283203,True
16,20250527_100714,20.26382851600647,dc_sbm,standard,12,0.5,0.15000000000000002,0.10953167490680817,0.022560295794666896,0.4472422441374527,0.015124413319027386,12,89.08333333333333,6.264427791550921,80.0,100.0,908.4166666666666,192.5575491177176,569.0,1325.0,3.9166666666666665,0.759202798262025,3.0,5.0,0.7172438177041564,0.8526838212401534,0.9858047467152714,-0.09075804739006758,0.3681364665749341,0.07135853820935421,0.6286638239012347,0.25310921719453033,0.8426570590933223,0.10781110690235204,0.8793774319066148,0.8914753371245083,3.999504804611206,True,0.9727626459143969,0.9640526535550625,2.1992835998535156,True,0.933852140077821,0.921026080845215,3.89774227142334,True,0.8599221789883269,0.7250460875237528,0.6593503952026367,True
17,20250527_100729,15.0249662399292,dc_sbm,standard,12,0.5,0.15000000000000002,0.2772105346723276,0.007893529026739598,0.7068405537710581,0.01683138817229164,12,89.66666666666667,6.497862896539309,80.0,100.0,1000.25,273.7535768411681,544.0,1426.0,3.9166666666666665,0.8620067027323833,3.0,5.0,0.7419031684429146,0.8521519446184559,0.9891304044715569,0.026951144034546893,0.3540249828001376,0.06882461446565961,0.576477807955721,0.25777480269241865,0.863470627162157,0.08063826531457309,0.9616858237547893,0.9583972284864529,3.0245048999786377,True,0.9923371647509579,0.9892547932324947,1.2098875045776367,True,0.8697318007662835,0.7192288337125584,0.6292407512664795,True,0.9310344827586207,0.9145716107603585,0.3562452793121338,True
18,20250527_100748,18.038589000701904,dc_sbm,standard,12,0.7,0.05,0.09026199901398563,0.0093472908170939,0.32622787387775365,0.13314991405766183,12,90.08333333333333,5.707572942055921,80.0,99.0,666.25,253.9527925291103,344.0,1076.0,3.8333333333333335,0.7993052538854533,3.0,5.0,0.7517486069218305,0.8549313579680867,0.995835479359381,0.057209359954217075,0.4149714052287581,0.09560290341083444,1.575704743238302,0.502490461815931,0.8196560708781212,0.08505451765895485,0.8518518518518519,0.7288173788043291,1.1420917510986328,True,0.7814814814814814,0.6667133649717252,0.7576518058776855,True,0.6148148148148148,0.454561802439744,0.6601355075836182,True,0.774074074074074,0.660814501415173,0.32886505126953125,True
19,20250527_100801,13.570127725601196,dc_sbm,standard,12,0.7,0.05,0.24734084277398452,0.009067486624859988,0.7141287377449368,0.09991026146932785,12,88.5,7.216878364870322,80.0,99.0,517.9166666666666,236.91716496606057,185.0,948.0,4.166666666666667,0.7993052538854533,3.0,5.0,0.727003611029841,0.8452999841227847,0.987118950275007,-0.029819813646379204,0.37201539387684907,0.0972943920226873,1.9741776768980737,0.46301665484161125,0.8373734188498121,0.0764299171944266,0.9811320754716981,0.9688029514345304,1.185922622680664,True,0.969811320754717,0.9084819230897005,0.827054500579834,True,0.9283018867924528,0.9155355801026749,1.0778367519378662,True,0.8679245283018868,0.8433983921845014,0.320697546005249,True
20,20250527_100815,13.83830714225769,dc_sbm,standard,12,0.7,0.1,0.010126413126962497,0.024455375398279234,0.692259568096618,0.0822803999619549,12,90.75,5.4333077709010125,83.0,100.0,892.5,216.45034072507255,495.0,1287.0,4.25,0.7216878364870323,3.0,5.0,0.7621984247783649,0.8428680605784479,0.9945479129475578,0.13616017683981257,0.44165935672514617,0.10954879789669189,1.929105655577204,0.438007248409913,0.830963971242609,0.07853302567551135,1.0,1.0,1.835578441619873,True,1.0,1.0,1.2191753387451172,True,0.920863309352518,0.9214213137742548,1.3558344841003418,True,0.7841726618705036,0.7589768141305524,0.33080291748046875,True
21,20250527_100830,14.996533870697021,dc_sbm,standard,12,0.7,0.1,0.16618230675017592,0.01981239468526834,0.1336887408060537,0.10513451221857056,12,92.66666666666667,5.849976258261415,82.0,100.0,722.1666666666666,217.8374138867997,470.0,1042.0,3.9166666666666665,0.8620067027323833,3.0,5.0,0.750310836403537,0.8519356065063007,0.9955071056410257,0.056668757723031815,0.4182944186446509,0.12664630405733046,1.8803766015980559,0.48847528462713835,0.8294003181696259,0.07566981734583521,1.0,1.0,2.3044536113739014,True,1.0,1.0,1.343606948852539,True,0.9328358208955224,0.9179787654206258,1.2691175937652588,True,0.8731343283582089,0.8225428936511385,0.4102334976196289,True
22,20250527_100851,20.52073359489441,dc_sbm,standard,12,0.7,0.15000000000000002,0.11372955763013103,0.028354908358980704,0.5169147588599854,0.08997177977109053,12,90.33333333333333,5.892556509887896,81.0,100.0,1009.8333333333334,238.0657588893362,732.0,1500.0,4.083333333333333,0.759202798262025,3.0,5.0,0.7327238206070034,0.847900744579916,0.9969179126810076,-0.02601821148683096,0.3572831384015594,0.05167418730848525,1.438224408580205,0.46477312780765845,0.8027919290748238,0.07383559754263962,0.9745454545454545,0.9148601477854843,1.6444742679595947,True,0.9963636363636363,0.9904,1.0414862632751465,True,0.9272727272727272,0.9354353301098837,2.4795970916748047,True,0.8872727272727273,0.8678904954694427,0.3435337543487549,True
23,20250527_100904,13.476838827133179,dc_sbm,standard,12,0.7,0.15000000000000002,0.0655935150441618,0.001570135975129028,0.30098769413779236,0.03452893111104129,12,90.75,6.00173586001028,80.0,100.0,1016.5,258.05280467377213,598.0,1487.0,3.9166666666666665,0.6400954789890507,3.0,5.0,0.7353648192022795,0.8534320359740062,0.9971349782195738,-0.024309932375762178,0.42941792798990946,0.08753604569247225,1.7367409370521913,0.5456415204780164,0.8029644707124993,0.0851553009439427,0.8943396226415095,0.7273742396366831,1.1929585933685303,True,0.9283018867924528,0.7763702669149597,0.8264353275299072,True,0.8641509433962264,0.6941123201148501,0.794029951095581,True,0.8679245283018868,0.7159305628682741,0.36431169509887695,True
24,20250527_100918,13.884661197662354,dc_sbm,standard,12,0.8999999999999999,0.05,0.04628627343938274,0.006684978035003297,0.3538798263238213,0.1358217750891263,12,89.83333333333333,5.742144392317406,82.0,100.0,628.5,171.05822595440029,299.0,828.0,3.9166666666666665,0.6400954789890507,3.0,5.0,0.7689182409214985,0.8942647922581558,0.9969126853859661,0.062236249319248364,0.5146236813438826,0.17358349231763184,11.580934975952184,9.694035809124815,0.8157787903580976,0.13174977223723988,1.0,1.0,1.53829026222229,True,1.0,1.0,1.4624011516571045,True,0.9605734767025089,0.9604264109691479,1.0307796001434326,True,0.942652329749104,0.9402366135362408,0.3260622024536133,True
25,20250527_100929,11.47038459777832,dc_sbm,standard,12,0.8999999999999999,0.05,0.16375542898049358,0.04294283052956795,0.5801248105966055,0.06631836420268684,12,92.83333333333333,6.175669104549635,83.0,100.0,665.75,127.12665928120663,367.0,821.0,3.75,0.5951190357119042,3.0,5.0,0.7799480364599713,0.9347359291432896,0.9961658765092801,0.03793657099471704,0.46922442953789706,0.10401105678643821,19.767898045047,7.285007312418812,0.7858023690456554,0.08871627916383007,0.7545126353790613,0.7415153268011723,0.8111701011657715,True,0.9783393501805054,0.9769647696476964,0.7047197818756104,True,0.9422382671480144,0.9398471848267174,0.8442287445068359,True,0.9025270758122743,0.9003794360974756,0.33944082260131836,True
26,20250527_100941,11.149882793426514,dc_sbm,standard,12,0.8999999999999999,0.1,0.07781144098453302,0.0021680525580950127,0.507421239488623,0.02250243356222428,12,93.08333333333333,4.940619619260546,84.0,99.0,725.4166666666666,229.65969691891715,454.0,1270.0,3.9166666666666665,0.759202798262025,3.0,5.0,0.7484563204197693,0.9067209127386402,0.9971323039554952,-0.0654248312894244,0.5018241887398234,0.1224181403416293,14.969280470596663,9.535735380787079,0.8323600905553952,0.09229235399716937,1.0,1.0,0.8166415691375732,True,1.0,1.0,0.7282583713531494,True,0.9575971731448764,0.9571655771395524,0.9527862071990967,True,0.9151943462897526,0.7348476243028047,0.3301215171813965,True
27,20250527_100954,13.850206136703491,dc_sbm,standard,12,0.8999999999999999,0.1,0.08887474850173006,0.040453385783666335,0.34517676765638805,0.15788185128617852,12,89.66666666666667,5.878397362849466,80.0,100.0,749.8333333333334,254.96268790201873,360.0,1340.0,3.8333333333333335,0.6871842709362768,3.0,5.0,0.7412076690579945,0.9091283280385679,0.9982012399161508,-0.10862079061946522,0.477588220960899,0.12967124990084894,13.075295105246882,9.959149345677227,0.8505142409175871,0.08576178205881416,0.9460431654676259,0.7812321783461506,1.4747045040130615,True,0.9460431654676259,0.7798828786885453,0.9595522880554199,True,0.9028776978417267,0.7422380936438676,1.5629773139953613,True,0.8633093525179856,0.7680747546072031,0.34958410263061523,True
28,20250527_101015,21.00425124168396,dc_sbm,standard,12,0.8999999999999999,0.15000000000000002,0.2782441615856876,0.04362131472046078,0.5092418908168872,0.1810340347447594,12,91.08333333333333,5.880169120772709,80.0,100.0,832.5,177.35956886130128,552.0,1212.0,4.5,0.6454972243679028,3.0,5.0,0.7686902456798927,0.9134985901988307,0.9988708621182054,0.018712323765391194,0.545035188051829,0.15106516847116558,15.221526001814558,9.384833001423164,0.7663885567371063,0.1013316467253145,0.937037037037037,0.909751018336243,1.174499273300171,True,1.0,1.0,0.8801546096801758,True,0.9444444444444444,0.9467438192099543,2.0233519077301025,True,0.8888888888888888,0.8792743703267103,0.32825446128845215,True
29,20250527_101030,14.41013240814209,dc_sbm,standard,12,0.8999999999999999,0.15000000000000002,0.05567258244556179,0.0193299651521035,0.6823273390460188,0.03973948980797644,12,90.25,5.629165124598851,80.0,100.0,806.5,192.30682948524387,620.0,1334.0,4.0,0.7071067811865476,3.0,5.0,0.7962922517305848,0.9216691773335906,0.9977279499614046,0.14266700406293423,0.5212428333906661,0.07907581499691282,15.950843822205583,8.986960494226333,0.8435750346161682,0.08272699175886249,0.9361702127659575,0.7795454545454545,1.284020185470581,True,0.9574468085106383,0.8858823529411766,1.0224709510803223,True,0.9326241134751773,0.9021386731410657,1.8769872188568115,True,0.8652482269503546,0.7362461654636477,0.31119656562805176,True
