experiment_id,combination,repeat,timestamp,num_communities,num_nodes,feature_dim,edge_density,homophily,feature_signal,randomness_factor,min_connection_strength,min_component_size,indirect_influence,node_count,edge_count,density,avg_degree,clustering_coefficient,triangle_count,triangle_density,power_law_exponent,connected_components,largest_component_size,avg_communities_per_node,intra_community_density,inter_community_density,empirical_homophily,GCN_accuracy,GCN_train_time,GCN_metrics_macro_precision,GCN_metrics_macro_recall,GCN_metrics_macro_f1,GCN_metrics_weighted_precision,GCN_metrics_weighted_recall,GCN_metrics_weighted_f1,GCN_final_train_loss,GCN_final_val_loss,GCN_best_val_acc,GCN_epochs_trained,GCN_best_val_score,GCN_n_trials,GCN_param_lr,GCN_param_weight_decay,GCN_param_dropout,GCN_param_hidden_dim,GCN_param_num_layers,GCN_param_residual,GCN_param_norm_type,GCN_param_agg_type,GCN_param_patience,SAGE_accuracy,SAGE_train_time,SAGE_metrics_macro_precision,SAGE_metrics_macro_recall,SAGE_metrics_macro_f1,SAGE_metrics_weighted_precision,SAGE_metrics_weighted_recall,SAGE_metrics_weighted_f1,SAGE_final_train_loss,SAGE_final_val_loss,SAGE_best_val_acc,SAGE_epochs_trained,SAGE_best_val_score,SAGE_n_trials,SAGE_param_lr,SAGE_param_weight_decay,SAGE_param_dropout,SAGE_param_hidden_dim,SAGE_param_num_layers,SAGE_param_residual,SAGE_param_norm_type,SAGE_param_agg_type,SAGE_param_patience,MLP_accuracy,MLP_train_time,MLP_metrics_macro_precision,MLP_metrics_macro_recall,MLP_metrics_macro_f1,MLP_metrics_weighted_precision,MLP_metrics_weighted_recall,MLP_metrics_weighted_f1,MLP_final_train_loss,MLP_final_val_loss,MLP_best_val_acc,MLP_epochs_trained,MLP_best_val_score,MLP_n_trials,MLP_param_lr,MLP_param_weight_decay,MLP_param_dropout,MLP_param_hidden_dim,MLP_param_num_layers,MLP_param_patience,RandomForest_accuracy,RandomForest_train_time,RandomForest_metrics_macro_precision,RandomForest_metrics_macro_recall,RandomForest_metrics_macro_f1,RandomForest_metrics_weighted_precision,RandomForest_metrics_weighted_recall,RandomForest_metrics_weighted_f1,RandomForest_best_val_score,RandomForest_n_trials,RandomForest_param_n_estimators,RandomForest_param_max_depth,RandomForest_param_min_samples_split,RandomForest_param_min_samples_leaf,RandomForest_param_max_features
0_0,0,0,20250430_155651,12,157,32,0.15457001509597695,0.13614103819784526,0.0,0.8025396026412803,0.03233021935981815,7,0.1737871738533237,157,1021,0.08337416299199739,13.006369426751592,0.09131151915379755,395.0,0.0006242986518310126,-0.46729908689922894,1,157,1.0,0.13587487781036167,0.07858861267040898,0.26711430002156533,0.125,1.3010506629943848,0.14583333333333334,0.13194444444444445,0.11408730158730158,0.16145833333333334,0.125,0.11904761904761904,0.8263642191886902,4.180545330047607,0.12903225421905518,138,0.25806450843811035,20,0.005751780626011743,0.00018276678703924536,0.1303773315185902,16,2,False,layer,max,77,0.0625,0.4871697425842285,0.052083333333333336,0.125,0.07222222222222223,0.0234375,0.0625,0.03333333333333333,1.6842718124389648,2.4530723094940186,0.19354838132858276,72,0.22580644488334656,20,0.0007123498417990458,1.3612339692481559e-05,0.4188665206374538,64,2,True,none,mean,58,0.03125,0.25043654441833496,0.0032051282051282055,0.041666666666666664,0.005952380952380953,0.002403846153846154,0.03125,0.004464285714285715,1.928141713142395,2.5395431518554688,0.12903225421905518,50,0.19354838132858276,20,0.0007309539835912913,3.8234752246751835e-05,0.40592644736118977,128,3,44,0.09375,0.23138022422790527,0.0375,0.08333333333333333,0.04945054945054945,0.0421875,0.09375,0.05563186813186813,0.12903225806451613,20,185,16,10,4,sqrt
1_0,1,0,20250430_155731,15,95,32,0.6696708342908484,0.07897401282483969,0.0,0.9431882907502764,0.09558536572400057,2,0.3888290526303955,95,2963,0.6636058230683091,62.37894736842105,0.6651846976259068,40544.0,0.2929162301773652,-1.2265369777213848,1,95,1.0,0.7697368421052632,0.6558519586637828,0.07988620798651357,0.05263157933950424,0.5768284797668457,0.004807692307692308,0.07692307692307693,0.009049773755656108,0.003289473684210526,0.05263157894736842,0.006191950464396284,2.542426347732544,2.8381621837615967,0.21052631735801697,51,0.31578946113586426,20,0.00012150104649007403,1.028002961790561e-05,0.10377365965814661,128,3,False,batch,max,33,0.0,0.40076446533203125,0.0,0.0,0.0,0.0,0.0,0.0,0.009675758890807629,6.391539096832275,0.21052631735801697,49,0.31578946113586426,20,0.0033183260423435587,0.00011308954916705187,0.3166941446276055,128,3,True,none,max,30,0.10526315867900848,0.49027037620544434,0.08888888888888888,0.05555555555555555,0.06666666666666667,0.15789473684210525,0.10526315789473684,0.12280701754385963,0.6775094866752625,2.878798484802246,0.21052631735801697,139,0.31578946113586426,20,0.0026070247583707684,1.0994335574766187e-05,0.5849549260809972,16,1,67,0.0,0.31941676139831543,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,20,267,13,8,1,sqrt
2_0,2,0,20250430_155810,10,107,32,0.24691383662707583,0.1293166789125643,0.0,0.6683652265904331,0.04538978664539613,6,0.17403518543057006,107,1361,0.2399929465702698,25.439252336448597,0.23917949492847176,2776.0,0.013985943522180518,0.4422633122304225,1,107,1.0,0.3217550274223035,0.23126463700234193,0.16362960712094501,0.13636364042758942,1.946613073348999,0.08333333333333333,0.09166666666666665,0.08222222222222222,0.1212121212121212,0.13636363636363635,0.1212121212121212,1.5506118535995483,2.8727850914001465,0.2380952388048172,225,0.2857142984867096,20,0.0021854548926444764,0.0005321751795725047,0.4219106892035168,32,2,False,batch,sum,100,0.04545454680919647,0.5046257972717285,0.1,0.03333333333333333,0.05,0.13636363636363635,0.045454545454545456,0.06818181818181818,0.03938538581132889,3.296748161315918,0.2380952388048172,78,0.3333333432674408,20,0.0020223648114944875,3.074326026550755e-05,0.1894994213862149,128,2,False,layer,max,76,0.13636364042758942,0.594616174697876,0.02727272727272727,0.075,0.039999999999999994,0.04958677685950413,0.13636363636363635,0.07272727272727272,0.02295575849711895,4.986794471740723,0.190476194024086,120,0.3333333432674408,20,0.0021137059440645744,4.201672054372529e-05,0.3600340105889054,64,3,93,0.22727272727272727,0.165968656539917,0.0976190476190476,0.20833333333333331,0.13,0.12554112554112554,0.22727272727272727,0.1590909090909091,0.23809523809523808,20,144,20,8,6,sqrt
3_0,3,0,20250430_155859,15,141,32,0.12659078352614433,0.13878180416345412,0.0,0.4667153224039021,0.04688867913769145,2,0.23280934741898107,141,1297,0.13140830800405268,18.397163120567377,0.12855240276452454,1025.0,0.002241367999825064,-0.3867435136012114,1,141,1.0,0.26392961876832843,0.1215716151501959,0.3692802800424237,0.17241379618644714,2.382742404937744,0.1564102564102564,0.14102564102564102,0.13547008547008546,0.17586206896551723,0.1724137931034483,0.15919540229885057,1.9609947204589844,2.9007017612457275,0.1071428656578064,241,0.2857142984867096,20,0.0011207606211860567,7.309539835912905e-05,0.24561457009902096,16,2,True,batch,mean,97,0.06896551698446274,0.7029149532318115,0.11538461538461539,0.0641025641025641,0.08205128205128205,0.1206896551724138,0.06896551724137931,0.08735632183908046,0.0046797520481050014,6.780804634094238,0.1071428656578064,103,0.1428571492433548,20,0.00853618986286683,0.0004138040112561013,0.2523068845866854,32,2,False,batch,sum,98,0.10344827175140381,0.4877445697784424,0.02435897435897436,0.10256410256410256,0.039316239316239315,0.02413793103448276,0.10344827586206896,0.03908045977011494,0.25238460302352905,4.555964469909668,0.1071428656578064,100,0.2142857313156128,20,0.0021137059440645744,4.201672054372529e-05,0.3600340105889054,64,3,93,0.0,0.27669548988342285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,20,230,16,8,4,sqrt
4_0,4,0,20250430_155949,13,112,32,0.541327127820665,0.10299792223211636,0.0,0.6350510702024892,0.08992367314729315,7,0.37093524254847793,112,3369,0.541988416988417,60.160714285714285,0.5401768752085877,36076.0,0.1582836082836083,0.8851719883707624,1,112,1.0,0.7543478260869565,0.5250173731758165,0.17925331488091933,0.1304347813129425,2.230973720550537,0.10769230769230768,0.0923076923076923,0.0695970695970696,0.25217391304347825,0.13043478260869565,0.12215320910973088,0.9251498579978943,2.808749198913574,0.27272728085517883,253,0.3636363744735718,20,0.009099061962969302,1.028002961790561e-05,0.10377365965814661,32,2,False,batch,max,82,0.08695652335882187,0.5112583637237549,0.08974358974358974,0.05384615384615384,0.04487179487179487,0.23188405797101447,0.08695652173913043,0.09420289855072465,0.005426562391221523,5.276701927185059,0.13636364042758942,76,0.27272728085517883,20,0.004240104837613437,2.2920160081274446e-05,0.16940641877629403,128,2,False,layer,max,65,0.08695652335882187,0.29120516777038574,0.0962566844919786,0.10909090909090909,0.04040404040404041,0.21994884910485932,0.08695652173913043,0.07729468599033817,2.3777875900268555,2.628652334213257,0.09090909361839294,59,0.1818181872367859,20,0.0004066563313514797,1.5679933916722995e-05,0.4421165132560785,64,3,48,0.043478260869565216,0.33275699615478516,0.013888888888888888,0.041666666666666664,0.020833333333333332,0.014492753623188404,0.043478260869565216,0.021739130434782608,0.09090909090909091,20,267,13,8,1,sqrt
5_0,5,0,20250430_160033,10,85,32,0.612935645633236,0.9329446064139941,0.0,0.052673331829697134,0.037534747652186534,5,0.06564343554131963,85,343,0.09607843137254903,8.070588235294117,0.841341991341991,707.0,0.007158043940467753,-0.31959875228068385,1,85,1.0,0.9495548961424333,0.007114135477884318,0.9851272796698874,1.0,2.714261770248413,1.0,1.0,1.0,1.0,1.0,1.0,0.0689261257648468,0.18296492099761963,0.9411764740943909,300,1.0,20,0.0011207606211860567,7.309539835912905e-05,0.24561457009902096,16,2,True,batch,mean,97,0.8823529481887817,2.1079330444335938,0.6875,0.6875,0.6666666666666666,0.9117647058823529,0.8823529411764706,0.8823529411764706,0.06543266028165817,0.574105441570282,0.8235294222831726,300,0.9411764740943909,20,0.0011207606211860567,7.309539835912905e-05,0.24561457009902096,16,2,True,batch,mean,97,0.3529411852359772,0.4322080612182617,0.12962962962962962,0.16666666666666666,0.13756613756613756,0.2745098039215686,0.35294117647058826,0.2913165266106443,2.0126659870147705,2.348414182662964,0.11764705926179886,87,0.29411765933036804,20,0.0004066563313514797,1.5679933916722995e-05,0.4421165132560785,64,3,48,0.23529411764705882,0.16177153587341309,0.0992063492063492,0.19444444444444445,0.1111111111111111,0.18487394957983194,0.23529411764705882,0.19117647058823528,0.11764705882352941,20,144,20,8,6,sqrt
6_0,6,0,20250430_160124,10,165,32,0.352685196548758,0.09829867674858223,0.02,0.1441678158180495,0.05526121981402951,9,0.21003614762608214,165,4761,0.35188470066518845,57.70909090909091,0.35437962277931473,32290.0,0.04392420388230653,-0.2626916651302797,1,165,1.0,0.348993288590604,0.3522028058085159,-0.004577203500630181,0.09090909361839294,0.6210289001464844,0.023809523809523808,0.1388888888888889,0.040123456790123455,0.017316017316017316,0.09090909090909091,0.028619528619528618,1.3791189193725586,2.927799701690674,0.21212121844291687,69,0.27272728085517883,20,0.009818226878189128,0.00016948845856435156,0.16208823854029333,128,2,False,layer,sum,63,0.1818181872367859,0.4381241798400879,0.1402116402116402,0.2592592592592593,0.15636070853462158,0.11688311688311687,0.18181818181818182,0.12569169960474308,1.2631149291992188,2.352540969848633,0.21212121844291687,47,0.3333333432674408,20,0.0016525359119638609,4.5779027357631964e-05,0.322232320465903,64,3,True,layer,max,33,0.06060606241226196,0.28107285499572754,0.030158730158730163,0.1111111111111111,0.04563492063492064,0.01645021645021645,0.06060606060606061,0.024891774891774895,0.0519573912024498,4.544623374938965,0.27272728085517883,58,0.3636363744735718,20,0.004168043620362368,2.045570116805299e-05,0.2734638095021659,64,3,41,0.12121212121212122,0.21017718315124512,0.11851851851851852,0.15740740740740738,0.11183732752360204,0.1101010101010101,0.12121212121212122,0.09803921568627451,0.24242424242424243,20,144,20,8,6,sqrt
7_0,7,0,20250430_160223,12,175,32,0.5696680617001688,0.10226212686567164,0.02,0.6668194682958485,0.057932005797306896,6,0.07885382235597566,175,8576,0.5632840722495895,98.01142857142857,0.5657715748389307,157872.0,0.17981377601867934,-1.3406536136128562,1,175,1.0,0.6793183578621224,0.552533371609014,0.10292227807931097,0.20000000298023224,2.116830587387085,0.13257575757575757,0.17361111111111108,0.1257936507936508,0.17207792207792208,0.2,0.15700680272108844,1.7025744915008545,2.47159743309021,0.22857142984867096,198,0.2571428716182709,20,0.009808402068828504,7.465494285554805e-05,0.3792623653896452,32,2,False,batch,sum,59,0.17142857611179352,0.3001692295074463,0.08226495726495726,0.11944444444444445,0.08865546218487395,0.10805860805860805,0.17142857142857143,0.12240096038415366,2.3231611251831055,2.525846481323242,0.11428571492433548,34,0.22857142984867096,20,0.00012150104649007403,1.028002961790561e-05,0.10377365965814661,128,3,False,batch,max,33,0.02857142873108387,0.31649088859558105,0.010416666666666666,0.027777777777777776,0.015151515151515152,0.010714285714285714,0.02857142857142857,0.015584415584415583,0.5189133286476135,3.7104508876800537,0.11428571492433548,73,0.22857142984867096,20,0.007767353816237063,0.00023367493808810797,0.25384710572513136,16,2,70,0.11428571428571428,0.19152450561523438,0.10448717948717949,0.1111111111111111,0.07516339869281045,0.109010989010989,0.11428571428571428,0.07927170868347339,0.14285714285714285,20,95,6,4,6,
8_0,8,0,20250430_160311,14,132,32,0.1185529126334771,0.11575875486381323,0.02,0.6278142966875447,0.022156380783850498,3,0.07839067757050538,132,1028,0.11889891279204257,15.575757575757576,0.1929413557877829,1238.0,0.0033043292585277317,0.715492244715053,1,132,1.0,0.189792663476874,0.11335578002244669,0.2521434138737335,0.14814814925193787,2.9499142169952393,0.02806122448979592,0.10714285714285714,0.041666666666666664,0.03439153439153439,0.14814814814814814,0.05246913580246913,2.42171573638916,2.6734299659729004,0.07692307978868484,223,0.23076924681663513,20,0.0005611516415334506,0.0007969454818643932,0.4659969709057026,16,3,False,batch,mean,51,0.07407407462596893,1.2127690315246582,0.016697588126159554,0.09523809523809523,0.02619047619047619,0.019240019240019238,0.07407407407407407,0.02839506172839507,2.0891082286834717,2.8015635013580322,0.03846153989434242,163,0.26923078298568726,20,0.000256557034746652,0.00017906128086355377,0.2884979853831893,32,2,True,none,sum,86,0.07407407462596893,0.29126787185668945,0.025793650793650792,0.09523809523809523,0.034693877551020415,0.03189300411522634,0.07407407407407407,0.039153439153439155,2.4570515155792236,2.680100440979004,0.1538461595773697,55,0.23076924681663513,20,0.0004066563313514797,1.5679933916722995e-05,0.4421165132560785,64,3,48,0.14814814814814814,0.18092012405395508,0.044642857142857144,0.09523809523809523,0.044444444444444446,0.06944444444444445,0.14814814814814814,0.06913580246913581,0.11538461538461539,20,144,20,8,6,sqrt
9_0,9,0,20250430_160347,11,91,32,0.6832946420774391,0.10658984515664387,0.02,0.3711929866485244,0.031811479410972704,10,0.4949615712103642,91,2777,0.6781440781440782,61.032967032967036,0.6780754308014217,37861.0,0.3116516442359139,1.1550127137396218,1,91,1.0,0.8291316526610645,0.6637239165329053,0.11079955726558798,0.15789473056793213,1.2384991645812988,0.10833333333333332,0.10333333333333332,0.10357142857142858,0.17982456140350878,0.15789473684210525,0.16353383458646617,1.2151423692703247,2.8410987854003906,0.3333333432674408,134,0.3888888955116272,20,0.009546554002261136,0.0002733762389478881,0.3792623653896452,128,2,True,none,max,58,0.05263157933950424,0.48427820205688477,0.008333333333333333,0.1,0.015384615384615385,0.0043859649122807015,0.05263157894736842,0.008097165991902834,1.1433838605880737,2.607013463973999,0.1666666716337204,53,0.3333333432674408,20,0.0011986281799901185,0.00041198396246051877,0.5480456499617467,128,3,True,none,max,52,0.21052631735801697,0.33837890625,0.16666666666666666,0.15333333333333332,0.15833333333333333,0.24561403508771926,0.21052631578947367,0.2236842105263158,2.0846292972564697,2.402073860168457,0.2222222238779068,79,0.3333333432674408,20,0.0002630523411947957,8.22076570676186e-05,0.25294399140740836,64,2,78,0.0,0.19587397575378418,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,20,144,20,8,6,sqrt
